"year","latitude","longitude","response","mean.prox.spring.tmin","mean.prox.spring.tmax","mean.prox.spring.ppt","mean.prox.spring.vpd","mean.prox.spring.soil","mean.prox.spring.PDSI","mean.prox.summer.tmin","mean.prox.summer.tmax","mean.prox.summer.ppt","mean.prox.summer.vpd","mean.prox.summer.soil","mean.prox.summer.PDSI","mean.prox.winter.tmin","mean.prox.winter.tmax","mean.prox.winter.ppt","mean.prox.winter.vpd","mean.prox.winter.soil","mean.prox.winter.PDSI","mean.prox.fall.tmin","mean.prox.fall.tmax","mean.prox.fall.ppt","mean.prox.fall.vpd","mean.prox.fall.soil","mean.prox.fall.PDSI","mean.prox.annual.tmin","mean.prox.annual.tmax","mean.prox.annual.ppt","mean.prox.annual.vpd","mean.prox.annual.soil","mean.prox.annual.PDSI","mean.dep.spring.tmin","mean.dep.spring.tmax","mean.dep.spring.ppt","mean.dep.spring.vpd","mean.dep.spring.soil","mean.dep.spring.PDSI","mean.dep.summer.tmin","mean.dep.summer.tmax","mean.dep.summer.ppt","mean.dep.summer.vpd","mean.dep.summer.soil","mean.dep.summer.PDSI","mean.dep.winter.tmin","mean.dep.winter.tmax","mean.dep.winter.ppt","mean.dep.winter.vpd","mean.dep.winter.soil","mean.dep.winter.PDSI","mean.dep.fall.tmin","mean.dep.fall.tmax","mean.dep.fall.ppt","mean.dep.fall.vpd","mean.dep.fall.soil","mean.dep.fall.PDSI","mean.dep.annual.tmin","mean.dep.annual.tmax","mean.dep.annual.ppt","mean.dep.annual.vpd","mean.dep.annual.soil","mean.dep.annual.PDSI","min.prox.spring.tmin","max.prox.spring.tmax","min.prox.summer.tmin","max.prox.summer.tmax","min.prox.winter.tmin","max.prox.winter.tmax","min.prox.fall.tmin","max.prox.fall.tmax","min.prox.annual.tmin","max.prox.annual.tmax","min.dep.spring.tmin","max.dep.spring.tmax","min.dep.summer.tmin","max.dep.summer.tmax","min.dep.winter.tmin","max.dep.winter.tmax","min.dep.fall.tmin","max.dep.fall.tmax","min.dep.annual.tmin","max.dep.annual.tmax"
1991,61.583333,29.666667,39.50444444,-1.88333333333333,6.09333333333333,36.0666666666667,0.256666666666667,91.0666666666667,-2.94,11.1566666666667,19.49,82.6333333333333,0.51,98.8333333333333,2.54333333333333,-7.87333333333333,-1.51,43,0.0966666666666667,115.2,2.89333333333333,2.96333333333333,7.96333333333333,64.3333333333333,0.16,113.4,2.64333333333333,0.454166666666667,7.43916666666667,56.1916666666667,0.250833333333333,92.725,0.15,0.13433392003062,0.0634335106476211,0.289497107745283,1.45962815405047,4.76717129043608,1.4856767827035,0.73942672194041,0.0239719438797238,0.537708276147285,0.520390312994404,2.36840162928031,1.45341065081951,1.92799678969695,2.78409238227562,0.190675857133201,1.70383693045564,0.259351753381713,1.19616130705532,1.48131931598065,1.15662410582109,0.0678357540579447,0.000133720662147812,0.73780206724251,1.10402724865858,1.35027911956831,0.601834008012127,0.708639323704817,0.903712720632989,0.000175481784967499,0.0562438110282551,-7.34,11.84,8.73,21.69,-8.89,-1.14,0.46,12.56,-12.72,21.69,0.27610628663746,1.38139377760033,0.00593298417574697,0.0188842299440565,2.77947635244223,0.848441231272528,2.23849814097822,0.0195567775443253,0.789761281431798,0.0188842299440565
1992,61.583333,29.666667,45.6311828,-0.59,6.98666666666667,41.3,0.306666666666667,115.2,3.43333333333333,10.37,19.7,50.1333333333333,0.64,38.1,-1.37,-6.78,-1.45666666666667,36.4333333333333,0.103333333333333,59.7,-1.72,-0.69,5.08,57.1666666666667,0.156666666666667,51.2666666666667,-2.44666666666667,0.573333333333333,7.68416666666667,46.475,0.301666666666667,75.3166666666667,0.1975,1.49788306909506,0.315876204074372,1.35980545396604,0.0512248280405197,0.679570294746772,3.13323004709419,7.08727260503525e-05,3.32502465672553e-06,1.03380932270325,0.429653787875532,1.30859400813804,0.210394963631641,2.95300002569261,2.84998090675906,0.0389096174583633,2.81654676258993,4.89783273443353,0.220510605849937,2.06388743709635,1.84448002847078,0.0429447866864,0.0342324895098442,3.73396541588612,0.512249326507951,1.61021414581224,1.03960512387141,0.199799166224713,0.742209373097992,1.75498418706208,0.0672863860133011,-3.81,16.02,9.64,20.94,-8.55,0.3,-7,15.12,-8.89,20.94,2.18730510064405,0.748540988440667,0.513352036643339,0.0981577389719324,3.05100991064933,2.33299718825269,2.21699721617431,1.90238230875927,3.4763836294323,0.0981577389719324
1993,61.583333,29.666667,40.05045872,-0.786666666666667,8.31,22.6666666666667,0.38,92.3333333333333,-1.87333333333333,9.62333333333333,17.22,87.2333333333333,0.446666666666667,91,-0.686666666666667,-13.0766666666667,-6.69666666666667,45.6666666666667,0.0566666666666667,115.2,0.496666666666667,-2.26666666666667,3.68333333333333,32.1,0.163333333333333,113.3,0.113333333333333,-0.458333333333333,6.5775,48.25,0.268333333333333,93.7083333333333,-0.783333333333333,1.19575954774216,3.12468299035723,1.14511006846773,5.42998419689754,4.10273195960171,0.516438101069717,0.639626352604231,3.41571267075646,0.962332239879069,1.93810697194879,1.42306571694688,0.0282509470221219,0.032960052664794,0.057757825297891,0.481766172190993,0.869304556354916,0.259351753381713,0.0792735304134611,6.6661408092907,6.43599396783975,3.39679041773094,0.0262092497809749,0.730104654391766,0.0298291432301435,0.117812491087127,0.0066870692953981,0.0447564100991314,0.106786366402923,0.00370096251869626,0.0399230920709902,-6.01,18.02,7.06,20,-19.6,-4.04,-7.94,9.37,-8.63,20,0.782707054867011,3.39113358067819,2.35085785411564,0.7712446057843,0.702691192600872,0.0899551436377003,3.47859616318048,4.13229370072219,3.72779556837812,0.7712446057843
1994,61.583333,29.666667,39.59042553,-1.88333333333333,6.87,42.0333333333333,0.32,103.566666666667,1.01,10.6766666666667,20.3266666666667,54.6,0.66,42.7333333333333,-1.01333333333333,-6.8,-1.74666666666667,55.8333333333333,0.0866666666666667,115.2,2.70666666666667,1.09,6.53,84.3333333333333,0.16,115.2,1.88,-0.565,6.96333333333333,55.775,0.301666666666667,94.175,0.7225,0.13433392003062,0.20769640375733,1.57280452827898,0.370706794633252,0.391257614614033,0.401441693022075,0.115839301156019,0.220236470560901,0.602555428737963,0.752217149149763,0.882209576469522,0.0942520953396754,2.93229544430242,2.50100855677471,2.80744442143011,0.556354916067146,0.259351753381713,1.06180166120115,0.0206388743709635,0.0180344501961635,2.45116046967156,0.000133720662147812,0.883257740808006,0.617510566234454,0.0612697835704916,0.0913353148822867,0.618647491866215,0.742209373097992,0.00921471915837951,0.255216168839286,-8.34,12.99,8.17,24.28,-8.57,-0.33,-5.03,13.17,-19.6,24.28,0.06520158928144,0.376925809406261,0.319610216610258,2.86933329082499,3.03468710491721,1.5930380306859,0.490928335937677,0.0493421399416568,0.746886437014365,2.86933329082499
1995,61.583333,29.666667,41.75111111,-0.433333333333334,6.95666666666667,46.0666666666667,0.266666666666667,115.2,3.4,11.0833333333333,20.4233333333333,44.7,0.653333333333333,44.5,2.09666666666667,-14.1666666666667,-7.37,22.1333333333333,0.0566666666666667,76.3,-3.26,1.21666666666667,7.35333333333333,58.5333333333333,0.176666666666667,62.8333333333333,-2.47666666666667,0.5425,7.76833333333333,47.625,0.293333333333333,81.1916666666667,0.968333333333333,1.76288376525649,0.285900417295226,3.02119823360699,0.848710347703296,0.679570294746772,3.07813167460519,0.609217613982148,0.293117576093599,1.71436238253472,0.634724982008659,0.741695583900972,1.03147654699324,0.260558699339225,0.238281233202335,2.48920003543437,0.869304556354916,1.95677057384712,0.982935387937166,0.00266812364043259,0.314288646228659,0.013934609481035,0.732254345921521,1.99578303325517,0.5272607236149,1.54076537207401,1.21743691480847,0.0867041367645991,0.318594035301277,0.778182751301353,0.384750763851438,-3.82,13.61,10.41,21.27,-17.05,-5.81,-7,13.87,-14.52,21.27,2.17932272751603,0.0968974182415748,1.92631893659156,0.0132213205064382,0.0584347202673393,1.09239490204719,2.21699721617431,0.406423750460111,0.18496423917718,0.0132213205064382
1996,61.583333,29.666667,39.53584906,-3.22666666666667,6.56666666666667,39.8666666666667,0.313333333333333,102.233333333333,-2.63333333333333,10.2333333333333,19.75,56.6333333333333,0.623333333333333,73.3333333333333,2.05,-11.2,-4.23333333333333,45.7666666666667,0.0533333333333333,115.2,-1.47,2.66666666666667,7.92333333333333,61.6666666666667,0.183333333333333,72.0666666666667,-2.82,-0.821666666666667,6.87333333333333,48.45,0.290833333333333,84.225,-1.55583333333333,0.274569736240949,0.0321769911164197,0.988217286757432,0.174383906765199,0.626756730151339,1.15575908711615,0.0194625184027189,0.00153050060563011,0.444561064029053,0.229401932988644,0.17015375224154,0.991557753062107,0.148011807926228,0.443916784867307,0.49526037034777,1.25179856115108,0.259351753381713,0.148125227833414,1.00320471784206,1.08514709728793,0.00747030806315657,1.44632268179094,0.995844569008164,0.714495303961683,0.000296630959937354,0.0452186961339075,0.0342359422423765,0.225928180158246,0.42722044266261,0.315253667559384,-10.42,13.12,8.73,22.82,-12.83,-2.82,0.46,12.11,-17.05,22.82,0.0939344358732635,0.303030443387663,0.00593298417574697,0.666683027954002,0.555729391282527,0.045689537694333,2.23849814097822,0.165549186709684,0.0460221675108408,0.666683027954002
1997,61.583333,29.666667,43.00326087,-2.68,5.38666666666667,34.9,0.283333333333333,115.2,0.73,12.03,22.38,44.3666666666667,0.83,45.7,-0.743333333333333,-10.7,-4.23333333333333,45,0.0533333333333333,115.2,0.57,0.646666666666667,5.76666666666667,74.1,0.173333333333333,103.1,-1.36333333333333,-0.2075,7.4425,47.6583333333333,0.339166666666667,94.8,-0.649166666666667,0.026115490749509,0.802247224806949,0.158433064272481,0.196333049508213,0.679570294746772,0.252284587289692,3.25870046253306,4.00401780192995,1.76168773006776,7.11723482053787,0.653199231801543,0.0369329182866217,0.286861793062713,0.443916784867307,0.3965679965971,1.25179856115108,0.259351753381713,0.0938842300922794,0.216869076046286,0.606153097739041,0.8060604270721,0.465481624936599,0.157000581921919,0.115432753968072,0.322974453187115,0.606992193199069,0.084119956440067,4.8327449786975,0.0204717883586939,0.0187673175023737,-7.04,11.91,10.3,23.77,-14.79,-2.87,-3.8,13.31,-12.83,23.77,0.367832319449725,1.3022367387036,1.6692637902316,1.92493479562062,0.0823461348333414,0.0371328284768934,0.0434631555682008,0.0931516003025497,0.740733824136029,1.92493479562062
1998,61.583333,29.666667,43.40674157,-4.38666666666667,6.09,30.0666666666667,0.296666666666667,115.2,1.38,10.66,18.3866666666667,110.7,0.476666666666667,115.2,4.13,-12.0966666666667,-5.88666666666667,47.9,0.0333333333333333,115.2,3.82666666666667,0.793333333333333,6.26,49.4,0.196666666666667,112.2,4.45666666666667,-0.833333333333334,6.69416666666667,59.7916666666667,0.255833333333333,114.45,3.035,1.67177233017302,0.0649724804404173,0.0331300776556252,0.00366835209732752,0.679570294746772,0.651438644566924,0.103884952568142,0.956238647395511,5.03827966632435,1.15438270004293,5.11646230746651,3.53572634221297,0.0130324241968996,0.00333874903148789,0.827537397029562,5.00719424460432,0.259351753381713,1.98799155119873,0.128992964818522,0.131172081372104,0.509896558573622,3.59655092912805,0.64809713635896,2.82249927313798,4.56245888920352e-05,0.00117891549538787,1.74055999695868,0.596591600730371,2.63566727935175,2.52126471403423,-12.64,13.87,9.56,20.85,-13.85,-3.21,-6.73,13.97,-14.79,20.85,0.82108285723624,0.0339892894286481,0.418255319117944,0.134973873415221,0.256906028230497,0.00245451882798324,1.90693428180373,0.485605676190092,0.130525494589384,0.134973873415221
1999,61.583333,29.666667,29.75180723,-1.74,7.19666666666667,19.7666666666667,0.316666666666667,102.166666666667,2.15333333333333,11.78,21.7266666666667,48.7666666666667,0.773333333333333,32.1,-2.93,-8.69,-2.74,53.6,0.0666666666666667,75.7,-3.73666666666667,2.80666666666667,8.41333333333333,46.7333333333333,0.226666666666667,53.8,-5.08,0.264166666666667,7.93,43.35,0.338333333333333,72.525,-1.19083333333333,0.21301281216906,0.567541112128417,2.01109293153089,0.263399874556305,0.639981406885684,1.36842423975468,2.35496472672903,2.29111128994923,1.1888761913294,4.27515413815152,1.98524816922758,1.25916540995783,1.3043909038111,1.4783487998333,2.131442251521,0.139088729016787,2.03997573803025,1.32930421681769,1.21725910583896,2.11781668701802,0.788708200442526,11.9547609166782,3.30708303581,2.65557268718716,0.983131869538536,1.59837940092789,0.742150835366049,4.70301278149725,2.3564616920735,0.152560437754534,-7.4,11.62,9.07,23.37,-9.52,-2.09,-2.73,15.37,-13.85,23.37,0.259337028459309,1.64537660835766,0.0481587654650082,1.31569049115854,2.30978342187549,0.271560659984628,0.0482603532679708,2.33362214737764,0.360936237941204,1.31569049115854
2000,61.583333,29.666667,32.64774775,-0.48,8.15666666666667,34.5666666666667,0.336666666666667,89.6,-2.45,10.7866666666667,19.5466666666667,87.6,0.536666666666667,62.2666666666667,-1.42333333333333,-8.09666666666667,-2.94666666666667,42.6,0.06,115.2,0.326666666666667,3.37,8.79,60.7,0.193333333333333,99.1,-1.20666666666667,1.53,8.61333333333333,57.0083333333333,0.281666666666667,84.9583333333333,-1.81333333333333,1.68169154177255,2.65031876231891,0.128187515778757,1.18160567930564,5.59879106140039,0.978283969272819,0.211061870942213,0.0126691958079637,1.001459524464,0.192675244250054,0.0058329550337517,0.231716997621636,1.74539464312379,1.29917268486974,0.158443858957622,0.556354916067146,0.259351753381713,0.0501532634719835,2.28762680123728,3.144184758647,0.000545127064392032,2.96873242034399,0.0468876178064026,0.0814440689695026,4.52561505098155,3.78046671931123,0.902743128512316,0.0220632988435787,0.358050324625651,0.465165172149275,-6.71,14.89,9.17,21.43,-13.11,-0.3,0.3,13.07,-9.52,21.43,0.483899458742127,0.0983208659767221,0.0940343141646255,0.000354573893075316,0.462360315668682,1.62508314307839,2.0510167376836,0.0265007483806514,2.9035908201517,0.000354573893075316
