"year","latitude","longitude","response","mean.prox.spring.tmin","mean.prox.spring.tmax","mean.prox.spring.ppt","mean.prox.spring.vpd","mean.prox.spring.soil","mean.prox.spring.PDSI","mean.prox.summer.tmin","mean.prox.summer.tmax","mean.prox.summer.ppt","mean.prox.summer.vpd","mean.prox.summer.soil","mean.prox.summer.PDSI","mean.prox.winter.tmin","mean.prox.winter.tmax","mean.prox.winter.ppt","mean.prox.winter.vpd","mean.prox.winter.soil","mean.prox.winter.PDSI","mean.prox.fall.tmin","mean.prox.fall.tmax","mean.prox.fall.ppt","mean.prox.fall.vpd","mean.prox.fall.soil","mean.prox.fall.PDSI","mean.prox.annual.tmin","mean.prox.annual.tmax","mean.prox.annual.ppt","mean.prox.annual.vpd","mean.prox.annual.soil","mean.prox.annual.PDSI","mean.dep.spring.tmin","mean.dep.spring.tmax","mean.dep.spring.ppt","mean.dep.spring.vpd","mean.dep.spring.soil","mean.dep.spring.PDSI","mean.dep.summer.tmin","mean.dep.summer.tmax","mean.dep.summer.ppt","mean.dep.summer.vpd","mean.dep.summer.soil","mean.dep.summer.PDSI","mean.dep.winter.tmin","mean.dep.winter.tmax","mean.dep.winter.ppt","mean.dep.winter.vpd","mean.dep.winter.soil","mean.dep.winter.PDSI","mean.dep.fall.tmin","mean.dep.fall.tmax","mean.dep.fall.ppt","mean.dep.fall.vpd","mean.dep.fall.soil","mean.dep.fall.PDSI","mean.dep.annual.tmin","mean.dep.annual.tmax","mean.dep.annual.ppt","mean.dep.annual.vpd","mean.dep.annual.soil","mean.dep.annual.PDSI","min.prox.spring.tmin","max.prox.spring.tmax","min.prox.summer.tmin","max.prox.summer.tmax","min.prox.winter.tmin","max.prox.winter.tmax","min.prox.fall.tmin","max.prox.fall.tmax","min.prox.annual.tmin","max.prox.annual.tmax","min.dep.spring.tmin","max.dep.spring.tmax","min.dep.summer.tmin","max.dep.summer.tmax","min.dep.winter.tmin","max.dep.winter.tmax","min.dep.fall.tmin","max.dep.fall.tmax","min.dep.annual.tmin","max.dep.annual.tmax"
1962,46.4164,18.75576,296,4.71333333333333,15.1,39.7666666666667,0.47,58.8,1.81333333333333,13.9833333333333,26.04,38.7666666666667,0.936666666666667,16.9666666666667,-0.54,-7.77333333333333,-0.903333333333333,47.5666666666667,0.0533333333333333,84.7,2.89666666666667,5.92333333333333,16.23,55.0666666666667,0.426666666666667,35.4,-0.553333333333333,5.21333333333333,14.9158333333333,40.475,0.480833333333333,48.7416666666667,0.0541666666666667,1.63229415129069,1.12940004232273,0.000890462184966137,1.39543588609872,0.34758970295114,0.356440214196028,0.978476716105687,0.0123263731341966,1.78960527208526,0.00267415217216163,0.00207445101769872,0.158638183137965,6.18296509439729,6.39906420218294,1.07164047533942,6.46991824819154,1.07400416196609,1.17284520306316,0.126144707594053,0.0890301663066852,0.15919199560164,0.0260948329997024,0.451440889154137,0.143172271446373,2.06761703626306,0.708321982353684,0.53131376309597,0.579358052019923,1.70925358736442,0.0248381564139158,-2.16,21.26,12.28,29.01,-9.72,0.35,2.58,22.59,-5.69,29.01,2.0418887431451,0.194874105212982,3.3952850195158,1.39843811349345,4.17034216798729,5.87629621906368,0.0639732646115263,0.00582629592454059,0.0527604864354932,1.39843811349345
1963,46.4164,18.75576,298,5.24333333333333,16.31,33.4333333333333,0.573333333333333,55.1,2.92666666666667,15.5633333333333,28.12,62.4666666666667,1.17,16.4333333333333,1.44,-7.52333333333333,-0.376666666666667,28.9,0.0733333333333333,21.1,1,7.71,17.6833333333333,55.5,0.516666666666667,19.8,2.29333333333333,5.05666666666667,15.1975,52.4333333333333,0.5775,38.4416666666667,2.36916666666667,0.478820515916895,0.000694919191219039,0.40616433570487,0.0860480036065559,0.10175902678961,1.18906880640606,3.32099838828482,6.31609471647411,0.0340635369461972,5.10232713562533,0.0325794097416088,0.222422145294997,5.58950646472474,4.84683704723612,0.337325637887321,3.3051651005508,4.21716576380578,0.0841462452472142,1.58062356240265,3.02617542448784,0.178622019824367,1.1264129026072,0.191999669899076,0.929865566963194,2.98207330278753,0.111014063459035,0.855141995684869,2.10751449076218,0.0124521433872467,1.23147233201304,-1.52,22.65,14.85,29.54,-10.96,3.61,5.75,24.22,-9.72,29.54,1.32526247448714,0.0813918862491612,2.99144508787759,2.6046984504476,6.6605530509037,0.584430377075816,3.72608175634525,0.73013472650807,4.35139816646955,2.6046984504476
1964,46.4164,18.75576,305,5.09333333333333,15.3666666666667,49.5666666666667,0.546666666666667,59.4,1.56,14.6333333333333,27.2766666666667,71.9333333333333,1.06333333333333,17,2.01,-3.34666666666667,2.14,39.0333333333333,0.0933333333333333,84.7,3.53333333333333,7.02,15.82,70.6333333333333,0.426666666666667,52.6666666666667,2.51333333333333,5.28083333333333,14.8008333333333,55.825,0.5275,43.1083333333333,1.93583333333333,0.735678296536778,0.696108249407013,0.828352447564717,0.007605411567855,0.401250895953165,0.23498386926022,0.0280450559336463,2.10018717793345,0.628272481029914,1.44620788516103,0.00137727612148999,0.521349468567111,0.102571092560441,0.401716277280615,0.0878877612049708,1.19337972846521,1.07400416196609,1.82017279089306,0.402628823138863,0.0117074642469614,1.55877033819264,0.0260948329997021,3.61213606079955,1.1407563090471,1.72509302575428,1.10082671933548,1.94254925333438,0.0943306892947176,0.282291813463304,0.761246107199107,-1.06,21.29,13.2,28.27,-6.59,2.8,4.24,22.01,-10.96,28.27,0.90548606170562,0.181271984157838,0.317940762746973,0.336737189600154,0.46574001958793,1.38495646356283,1.27984719876634,0.166087569037997,7.0605576374969,0.336737189600154
1965,46.4164,18.75576,265,5.22333333333333,14.8066666666667,54,0.453333333333333,71.0333333333333,3.66,13.7566666666667,25.2833333333333,88.7333333333333,0.82,30.0333333333333,5.50666666666667,-1.04666666666667,4.51333333333333,44.1333333333333,0.143333333333333,84.7,5.71333333333333,4.73333333333333,15.5066666666667,68.9666666666667,0.443333333333333,38.5,5.14333333333333,5.19666666666667,14.6441666666667,62.1,0.459166666666667,56.0666666666667,4.6525,0.509893619003137,1.72652716983879,1.78320617928118,2.01392555409617,2.20271982660306,2.0034995488739,1.93912080797584,1.13563999094481,3.50345717391853,1.456812490425,10.6325972684089,5.09992622821202,0.648491829982798,0.713421549753185,0.54460336601168,0.520650316304976,1.07400416196609,5.10979305576005,2.04231886067115,0.175494734147995,1.33992748802011,0.00421428475993092,0.796528722005184,5.32937579985615,2.15696255349334,1.77422081238384,5.11433073468197,1.58041842820877,5.36621190613625,5.56818498142901,1.55,19.77,12.66,26.39,-6.65,9.26,-0.74,23.16,-6.59,26.39,0.0328021786060736,1.48953944088401,1.72776123979157,0.902098031955847,0.501994673608359,4.45998083527897,2.26147019147849,0.0620844855882597,0.415065429624117,0.902098031955847
1966,46.4164,18.75576,288,6.41333333333333,16.71,37.3666666666667,0.55,50.4,4.23666666666667,14.0433333333333,25.47,83.6,0.826666666666667,16.3666666666667,4.11666666666667,-2.71333333333333,2.94333333333333,38,0.153333333333333,84.7,3.41666666666667,7.69666666666667,16.71,52.2333333333333,0.453333333333333,28.8666666666667,3.20333333333333,6.7475,15.7333333333333,53.5583333333333,0.494166666666667,45.0833333333333,4.10833333333333,0.361042818950042,0.100008162987344,0.0676206079644669,0.00157136602641628,0.000610125984546792,2.79231848664965,0.778651749158437,0.689162683067479,2.37783350839124,1.30181093129256,0.0389535802212317,2.7146081646366,0.000106733707138859,0.0177900197552216,0.0428496882810139,1.17583026553929,1.07400416196609,1.69095013218076,1.55051235684147,0.599657638654519,0.0597144631278044,0.0403171893555534,0.0428456487948971,1.94187466051929,1.93657169494416,0.401999669721116,1.16706730101485,0.207872508900259,0.645445324824328,4.2510307466925,1.44,21.98,13.77,25.78,-5.53,5.39,1.84,22.25,-6.65,25.78,0.0177891776978977,0.00422572682270722,0.0521745718487476,2.0916397124508,0.0492757209685009,0.0200778008234376,0.0192196424081931,0.0731630749122534,0.451440200917311,2.0916397124508
1967,46.4164,18.75576,239,6.57666666666667,16.2566666666667,53.5,0.503333333333333,67.2333333333333,3.40333333333333,15,27.0233333333333,36.2333333333333,1.07333333333333,20.5666666666667,2.50666666666667,-2.49,3.14666666666667,28.2333333333333,0.13,37.8333333333333,-1.7,7.25,17.1333333333333,45.0333333333333,0.443333333333333,14.3666666666667,1.57666666666667,6.34166666666667,15.7366666666667,42.5666666666667,0.54,41.4666666666667,2.33166666666667,0.61050766836062,0.00518999006384724,1.6574227166867,0.497871611809738,1.4550947262625,1.69441821677672,0.672291407453739,1.2759670900552,2.25145564269142,1.69418132605988,0.748876817389239,0.884079913749424,0.009793482867777,4.50771520317429e-05,0.407697106373039,0.0565645189306708,1.53910989500542,0.703339230374308,0.70912641192996,1.42606118067977,0.0220699631747408,0.00421428475993092,0.68030332863894,0.39221150645753,0.413592990949524,0.4096657601878,0.193307723226993,0.35198327993806,0.0931154049536587,1.18633118217342,3.41,22.03,13.11,29,-4.93,6.03,1.58,23.92,-5.53,29,0.976764229185443,0.00151040522943744,0.474664762497369,1.3792553761298,0.00149475908024057,0.218567908773942,0.0762928302831144,0.466713873213659,0.0243350935319302,1.3792553761298
1968,46.4164,18.75576,264,6.20666666666667,18.39,28.1666666666667,0.69,31.9333333333333,-3.08333333333333,14.46,26.03,52.6666666666667,0.98,13.3,-3.82666666666667,-4.5,1.37,48.6333333333333,0.11,67.9666666666667,0.15,6.91,15.7666666666667,57.6,0.36,39.5666666666667,-1.43,6.16666666666667,15.745,40.1833333333333,0.539166666666667,33.8166666666667,-2.5075,0.138759246959735,3.08061836349918,1.30523583618378,3.83469879622525,1.89094278131108,2.47472995515149,0.0198732341522497,0.0152869947805822,0.197954917704446,0.142422511952306,0.947386698040355,3.39402187687997,0.782653438905194,1.23983280904945,1.27135421436534,0.237908969165168,0.0498970605908028,0.00425914577680738,0.286502924612132,0.0259498355427034,0.288626952308518,1.13926772469806,0.937773151099413,0.627066281637102,0.102625425312667,0.429147766952317,0.591738935700397,0.329711615323127,0.560625918683352,2.43345773414652,1.25,23.42,13.88,26.98,-6.29,2.82,3.37,21.38,-4.93,26.98,0.00259286173305263,0.473170877797826,0.145400106874501,0.220527954687223,0.304847254556608,1.36109549219447,0.450174849008082,0.588747926022345,0.0144903117540244,0.220527954687223
1969,46.4164,18.75576,306,5.54666666666667,16.5366666666667,29.3333333333333,0.64,53.1333333333333,2.05333333333333,14.16,24.9833333333333,75.4,0.81,18.7666666666667,1.91,-3.37333333333333,1.34333333333333,61.5,0.0966666666666667,50.7333333333333,1.76333333333333,6.84,17.2933333333333,31.0666666666667,0.53,17.3666666666667,0.22,5.51083333333333,14.8916666666667,51.6,0.52,36.7833333333333,1.28666666666667,0.127298123362435,0.0281500643518424,1.06206810469103,1.5493040474054,0.0306880905741902,0.49475993481158,0.455367536721642,2.08558568909679,1.03085672397197,1.70565754271543,0.168030532433596,0.459833792411817,0.111100327971914,1.27710259260027,5.02399882041652,0.943787366852135,0.376849281599409,0.371113237854637,0.222866518613373,1.83018555245437,0.829486467339738,1.54378436028083,0.37372412164476,0.000185665501910184,0.79072858616572,0.783652408509803,0.65529321923057,0.0183450100202414,0.115632972920774,0.267408772220293,0.08,25.07,13.67,26.79,-4.14,3.39,4.02,22.81,-6.29,26.79,0.208697997810495,2.40420189784913,0.00799612681720156,0.389675185805359,0.145803831652083,0.768216874139666,1.03000640694654,0.00243054307444666,0.256106151434309,0.389675185805359
1970,46.4164,18.75576,217,5.14333333333333,14.58,44.6666666666667,0.393333333333333,61.6,3.27666666666667,14.8366666666667,25.8833333333333,67.0333333333333,0.866666666666667,17.3,2.83666666666667,-2.07,3.74666666666667,29.8333333333333,0.103333333333333,46.7333333333333,-1.81,6.35333333333333,15.9666666666667,27.3666666666667,0.433333333333333,11.8,1.59333333333333,5.9575,14.7466666666667,45.875,0.445833333333333,35.7166666666667,2.1375,0.643954034413976,2.27441066552728,0.193731179116688,5.17727392919533,0.630949702706367,1.55142172618041,0.280147165206895,0.095283911333328,0.228382903143625,0.554839968725514,0.00150532865344666,1.17774659792825,0.0927193644286579,0.134727501296699,0.249997510097188,0.532349958255588,0.653211205982409,0.78258552423399,0.0010817318277148,0.00138698979329539,1.23805967098819,0.00503480531892238,1.01494530899202,0.402119617376776,0.00428015904535221,1.31555871027071,0.00031767108307126,2.4410071942446,0.237166263525833,0.966080894756044,0.7,19.36,14.79,26.2,-4.13,5.95,4.31,21.94,-3.48,26.2,0.035256842549829,2.05873280719186,2.7099137609098,1.21975250468068,0.149140195815528,0.18214580331088,1.36502579578022,0.200266843243615,0.621380088437851,1.21975250468068
1971,46.4164,18.75576,212,5.63333333333333,16.54,36.1666666666667,0.55,39.9333333333333,-2.03666666666667,14.7466666666667,26.9,41.6,1.03666666666667,14.4,-2.57333333333333,-1.32333333333333,4.43666666666667,20.7,0.116666666666667,35.9333333333333,-4.07666666666667,4.84333333333333,14.6133333333333,32.3333333333333,0.376666666666667,14.8666666666667,-2.98333333333333,5.92333333333333,15.585,32.75,0.521666666666667,28.45,-2.53083333333333,0.0681329670145054,0.0291162437536226,0.140729370619949,0.0015713660264164,0.624255323504384,1.23044725046273,0.136263056321144,0.948646844784531,1.33579855460406,0.880822629169009,0.483025532988001,1.66832521456049,0.448761723834704,0.635023811530894,1.66586079705069,0.0604643995808748,1.77666900645173,3.35701882893046,1.76843852704656,1.70251120191493,0.708350772753315,0.70712689696258,0.622877395184679,2.32419178871304,0.0164963089071402,0.134161674283771,3.22978457129852,0.0301358912869709,2.21439767785353,2.47347320402514,-1.89,23.94,13.61,28.7,-3.94,7,1.39,19.81,-4.13,28.7,1.72074713109483,0.921115111967009,3.6278703645924e-05,0.865375277831519,0.219702033371841,0.924151172908234,0.141939315904945,2.76838211232824,0.238996599654776,0.865375277831519
